note_id,id,front_text,front_html,tags,extra,vignette,teaching_case,ref_img_position,source_ref,status,needs_review,section_heading,topic_tree,curriculum_topic_path
1781531588578,72,"On the 3-hour oral glucose tolerance test (OGTT) for gestational diabetes mellitus (GDM), the 1-hour threshold for diagnosis is ≥180 mg/dL.","On the 3-hour oral glucose tolerance test (OGTT) for gestational diabetes mellitus (GDM), the <b>1-hour</b> threshold for diagnosis is <span style=""color:#1f77b4""><b>{{c1::≥180}}</b></span> mg/dL.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational diabetes","Other diagnostic thresholds: Fasting ≥95 mg/dL, 2-hour ≥155 mg/dL, 3-hour ≥140 mg/dL",,,front,P6-P9,active,False,Gestational Diabetes,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational diabetes"
1781531588579,73,"On the 3-hour oral glucose tolerance test (OGTT) for gestational diabetes mellitus (GDM), the 2-hour threshold for diagnosis is ≥155 mg/dL.","On the 3-hour oral glucose tolerance test (OGTT) for gestational diabetes mellitus (GDM), the <b>2-hour</b> threshold for diagnosis is <span style=""color:#1f77b4""><b>{{c1::≥155}}</b></span> mg/dL.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational diabetes","Other diagnostic thresholds: Fasting ≥95 mg/dL, 1-hour ≥180 mg/dL, 3-hour ≥140 mg/dL",,,front,P6-P9,active,False,Gestational Diabetes,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational diabetes"
1781531588580,74,"On the 3-hour oral gestational tolerance test (OGTT) for glucose diabetes mellitus (GDM), the 3-hour threshold for diagnosis is ≥140 mg/dL.","On the 3-hour oral gestational tolerance test (OGTT) for glucose diabetes mellitus (GDM), the <b>3-hour</b> threshold for diagnosis is <span style=""color:#1f77b4""><b>{{c1::≥140}}</b></span> mg/dL.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational diabetes","Other diagnostic thresholds: Fasting ≥95 mg/dL, 1-hour ≥180 mg/dL, 2-hour ≥155 mg/dL",,,front,P6-P9,active,False,Gestational Diabetes,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational diabetes"
1781531588581,75,"First-line management of gestational diabetes mellitus (GDM) is non-pharmacologic and includes nutrition counseling, dietary modification, and regular exercise, along with daily self-monitoring of fasting and postprandial blood glucose.","<b>First-line</b> management of gestational diabetes mellitus (GDM) is non-pharmacologic and includes <span style=""color:#1f77b4""><b>{{c1::nutrition counseling}}</b></span>, <span style=""color:#1f77b4""><b>{{c1::dietary modification}}</b></span>, and <span style=""color:#1f77b4""><b>{{c1::regular exercise}}</b></span>, along with daily self-monitoring of fasting and postprandial blood glucose.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational diabetes",,,,front,P10,active,False,Gestational Diabetes,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational diabetes"
1781531588582,76,"In gestational diabetes mellitus (GDM) management, the blood glucose target for fasting levels is  mg/dL.","In gestational diabetes mellitus (GDM) management, the blood glucose target for <b>fasting</b> levels is <span style=""color:#1f77b4""><b>{{c1::<95}}</b></span> mg/dL.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational diabetes","Other glucose targets: 1-hour postprandial <140 mg/dL, 2-hour postprandial <120 mg/dL",,,front,P10-P13,active,False,Gestational Diabetes,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational diabetes"
1781531588583,77,"In gestational diabetes mellitus (GDM) management, the blood glucose target for 1-hour postprandial levels is  mg/dL.","In gestational diabetes mellitus (GDM) management, the blood glucose target for <b>1-hour postprandial</b> levels is <span style=""color:#1f77b4""><b>{{c1::<140}}</b></span> mg/dL.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational diabetes","Other glucose targets: Fasting <95 mg/dL, 2-hour postprandial <120 mg/dL",,,front,P10-P13,active,False,Gestational Diabetes,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational diabetes"
1781531588584,78,"In gestational diabetes mellitus (GDM) management, the blood glucose target for 2-hour postprandial levels is  mg/dL.","In gestational diabetes mellitus (GDM) management, the blood glucose target for <b>2-hour postprandial</b> levels is <span style=""color:#1f77b4""><b>{{c1::<120 }}</b></span> mg/dL.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational diabetes","Other glucose targets: Fasting <95 mg/dL, 1-hour postprandial <140 mg/dL",,,front,P10-P13,active,False,Gestational Diabetes,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational diabetes"
1781531588585,79,"When lifestyle changes alone fail to achieve glucose targets in gestational diabetes mellitus (GDM), the preferred pharmacologic treatment is insulin, because it does not cross the placenta and provides the most reliable glycemic control.","When lifestyle changes alone fail to achieve glucose targets in gestational diabetes mellitus (GDM), the <b>preferred</b> pharmacologic treatment is <span style=""color:#1f77b4""><b>{{c1::insulin}}</b></span>, because it does not <span style=""color:#1f77b4""><b>{{c1::cross the placenta}}</b></span> and provides the most reliable glycemic control.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational diabetes",,,,front,P14,active,False,Gestational Diabetes,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational diabetes"
1781531588586,80,"In gestational diabetes mellitus (GDM), metformin may be used as an alternative pharmacologic agent for patients who cannot tolerate insulin or prefer oral therapy.","In gestational diabetes mellitus (GDM), <span style=""color:#1f77b4""><b>{{c1::metformin}}</b></span> may be used as an <b>alternative pharmacologic agent</b> for patients who cannot tolerate insulin or prefer oral therapy.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational diabetes",,,,front,P14,active,False,Gestational Diabetes,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational diabetes"
1781531588587,81,"In gestational diabetes mellitus (GDM), patients with well-controlled disease can typically carry to term, but delivery at 38–39 weeks may be considered if glucose control is poor or if the fetus is large.","In <b>gestational diabetes mellitus (GDM)</b>, patients with well-controlled disease can typically carry to term, but delivery at <span style=""color:#1f77b4""><b>{{c1::38–39}}</b></span> weeks may be considered if glucose control is poor or if the fetus is large.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational diabetes",,,,front,P16,active,False,Gestational Diabetes,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational diabetes"
1781531588588,82,"In gestational diabetes mellitus (GDM), cesarean delivery may be recommended if the estimated fetal weight exceeds 4,500 grams, due to the risk of shoulder dystocia.","In <b>gestational diabetes mellitus (GDM)</b>, cesarean delivery may be recommended if the estimated fetal weight exceeds <span style=""color:#1f77b4""><b>{{c1::4,500}}</b></span> grams, due to the risk of <span style=""color:#1f77b4""><b>{{c1::shoulder dystocia}}</b></span>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational diabetes",,,,front,P16,active,False,Gestational Diabetes,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational diabetes"
1781531588589,83,"In gestational diabetes mellitus (GDM) patients requiring insulin or with other risk factors, weekly non-stress tests (NSTs) are initiated around 32–34 weeks to assess fetal well-being.","In <b>gestational diabetes mellitus (GDM)</b> patients requiring insulin or with other risk factors, weekly <span style=""color:#1f77b4""><b>{{c1::non-stress tests (NSTs)}}</b></span> are initiated around <span style=""color:#1f77b4""><b>{{c1::32–34}}</b></span> weeks to assess fetal well-being.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational diabetes",,,,front,P17,active,False,Gestational Diabetes,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational diabetes"
1781531588590,84,The non-stress test (NST) monitors fetal heart rate and reactivity in response to fetal movements.,"The <b>non-stress test (NST)</b> monitors <span style=""color:#1f77b4""><b>{{c1::fetal heart rate}}</b></span> and <span style=""color:#1f77b4""><b>{{c1::reactivity}}</b></span> in response to fetal movements.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational diabetes",,,,front,P17,active,False,Gestational Diabetes,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational diabetes"
1781531588591,85,"The most common complication of gestational diabetes mellitus (GDM) is macrosomia (excessive fetal growth), which increases the risk of shoulder dystocia during delivery.","The <b>most common</b> complication of gestational diabetes mellitus (GDM) is <span style=""color:#1f77b4""><b>{{c1::macrosomia}}</b></span> (excessive fetal growth), which increases the risk of <span style=""color:#1f77b4""><b>{{c1::shoulder dystocia}}</b></span> during delivery.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational diabetes","Other complications: neonatal hypoglycemia, respiratory distress syndrome, cardiac anomalies",,,front,P19,active,False,Gestational Diabetes,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational diabetes"
1781531588592,86,"Complications of gestational diabetes mellitus (GDM) include macrosomia, shoulder dystocia, neonatal hypoglycemia, respiratory distress syndrome, and cardiac anomalies.","<b>Complications</b> of gestational diabetes mellitus (GDM) include macrosomia, shoulder dystocia, <span style=""color:#1f77b4""><b>{{c1::neonatal hypoglycemia}}</b></span>, <span style=""color:#1f77b4""><b>{{c1::respiratory distress syndrome}}</b></span>, and <span style=""color:#1f77b4""><b>{{c1::cardiac anomalies}}</b></span>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational diabetes",,,,front,P19,active,False,Gestational Diabetes,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational diabetes"
1781531588593,87,"After delivery in gestational diabetes mellitus (GDM), insulin resistance typically resolves, but patients remain at significantly increased risk of developing type 2 diabetes mellitus in the future.","After delivery in <b>gestational diabetes mellitus (GDM)</b>, insulin resistance typically <span style=""color:#1f77b4""><b>{{c1::resolves}}</b></span>, but patients remain at significantly increased risk of developing <span style=""color:#1f77b4""><b>{{c1::type 2 diabetes mellitus}}</b></span> in the future.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational diabetes",,,,front,P21,active,False,Gestational Diabetes,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational diabetes"
1781531588594,88,All women with gestational diabetes mellitus (GDM) should undergo postpartum diabetes screening using a 75-gram 2-hour oral glucose tolerance test (OGTT) at 4–12 weeks postpartum.,"All women with <b>gestational diabetes mellitus (GDM)</b> should undergo postpartum diabetes screening using a <span style=""color:#1f77b4""><b>{{c1::75-gram}}</b></span> <span style=""color:#1f77b4""><b>{{c1::2-hour}}</b></span> oral glucose tolerance test (OGTT) at <span style=""color:#1f77b4""><b>{{c1::4–12}}</b></span> weeks postpartum.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational diabetes",,,,front,P21,active,False,Gestational Diabetes,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational diabetes"
1781531588595,89,"After gestational diabetes mellitus (GDM), lifelong screening for type 2 diabetes should continue every 1–3 years, given the risk of recurrence in future pregnancies and later-life diabetes.","After <b>gestational diabetes mellitus (GDM)</b>, lifelong screening for type 2 diabetes should continue every <span style=""color:#1f77b4""><b>{{c1::1–3}}</b></span> years, given the risk of recurrence in future pregnancies and later-life diabetes.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational diabetes",,,,front,P21,active,False,Gestational Diabetes,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational diabetes"
