note_id,id,front_text,front_html,tags,extra,vignette,teaching_case,ref_img_position,source_ref,status,needs_review,section_heading,topic_tree,curriculum_topic_path
1781531588683,177,Incomplete mole feature: Fetal or embryonic tissue may be present.,"<b>Incomplete mole feature:</b> <span style=""color:#1f77b4""><b>{{c1::Fetal}}</b></span> or <span style=""color:#1f77b4""><b>{{c1::embryonic}}</b></span> tissue may be present.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease","Other incomplete mole features: <br>• Mixture of normal and abnormal villi<br>• moderately elevated hCG, but lower than in complete mole<br>• often presents as a missed or incomplete abortion with vaginal bleeding<br>• less likely to cause preeclampsia or hyperthyroid symptoms.",,,front,P23,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588684,178,Incomplete mole feature: A mixture of normal and abnormal  villi is present.,"<b>Incomplete mole feature:</b> A mixture of <span style=""color:#1f77b4""><b>{{c1::normal}}</b></span> and <span style=""color:#1f77b4""><b>{{c1::abnormal}}</b></span>  villi is present.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease","Other incomplete mole features: <br>• Fetal or embryonic tissue may be present<br>• moderately elevated hCG, but lower than in complete mole<br>• often presents as a missed or incomplete abortion with vaginal bleeding<br>• less likely to cause preeclampsia or hyperthyroid symptoms.",,,front,P24,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588685,179,"Incomplete mole feature: hCG is moderately elevated, but lower than in a complete mole.","<b>Incomplete mole feature:</b> hCG is <span style=""color:#1f77b4""><b>{{c1::moderately elevated}}</b></span>, but lower than in a complete mole.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease",Other incomplete mole features: <br>• Fetal or embryonic tissue may be present<br>• mixture of normal and abnormal villi<br>• often presents as a missed or incomplete abortion with vaginal bleeding<br>• less likely to cause preeclampsia or hyperthyroid symptoms.,,,front,P25,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588686,180,Incomplete mole feature: Often presents as a missed or incomplete abortion with vaginal bleeding.,"<b>Incomplete mole feature:</b> Often presents as a missed or <span style=""color:#1f77b4""><b>{{c1::incomplete abortion}}</b></span> with vaginal bleeding.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease","Other incomplete mole features: <br>• Fetal or embryonic tissue may be present<br>• mixture of normal and abnormal villi<br>• moderately elevated hCG, but lower than in complete mole<br>• less likely to cause preeclampsia or hyperthyroid symptoms.",,,front,P26,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588687,181,Incomplete mole feature: Less likely to cause preeclampsia or hyperthyroid symptoms compared to a complete mole.,"<b>Incomplete mole feature:</b> Less likely to cause <span style=""color:#1f77b4""><b>{{c1::preeclampsia}}</b></span> or <span style=""color:#1f77b4""><b>{{c1::hyperthyroid}}</b></span> symptoms compared to a complete mole.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease","Other incomplete mole features: <br>• Fetal or embryonic tissue may be present<br>• mixture of normal and abnormal villi<br>• moderately elevated hCG, but lower than in complete mole<br>• often presents as a missed or incomplete abortion with vaginal bleeding.",,,front,P27,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588688,182,"On ultrasound, a complete mole shows a ""snowstorm"" or ""cluster of grapes"" pattern due to swollen, cystic villi and absence of fetal tissue.","On ultrasound, a <b>complete mole</b> shows a <span style=""color:#1f77b4""><b>{{c1::""snowstorm""}}</b></span> or <span style=""color:#1f77b4""><b>{{c1::""cluster of grapes""}}</b></span> pattern due to swollen, cystic villi and absence of fetal tissue.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease","Other GTD ultrasound findings: <br>• Incomplete mole may show gestational sac and fetal parts, often with oligohydramnios<br>• theca lutein cysts on ovaries due to high hCG stimulation (resolve after evacuation).",,,front,P31,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588689,183,"On ultrasound, an incomplete mole may show a gestational sac and fetal parts, often with oligohydramnios.","On ultrasound, an <b>incomplete mole</b> may show a gestational sac and fetal parts, often with <span style=""color:#1f77b4""><b>{{c1::oligohydramnios}}</b></span>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease","Other GTD ultrasound findings: <br>• Complete mole shows ""snowstorm"" or ""cluster of grapes"" pattern due to swollen, cystic villi and absence of fetal tissue<br>• theca lutein cysts on ovaries due to high hCG stimulation (resolve after evacuation).",,,front,P32,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588690,184,"In gestational trophoblastic disease (GTD), theca lutein cysts form on the ovaries due to high hCG stimulation and resolve after uterine evacuation.","In <b>gestational trophoblastic disease (GTD)</b>, <span style=""color:#1f77b4""><b>{{c1::theca lutein cysts}}</b></span> form on the ovaries due to high hCG stimulation and resolve after uterine evacuation.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease",,,,front,P33,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588691,185,"An invasive mole develops from a previously benign molar pregnancy and invades the myometrium, leading to uterine bleeding or perforation.","An <b>invasive mole</b> develops from a previously benign molar pregnancy and invades the <span style=""color:#1f77b4""><b>{{c1::myometrium}}</b></span>, leading to uterine bleeding or perforation.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease",,,,front,P34-P36,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588692,186,"On ultrasound, an invasive mole appears as anechoic (dark) areas with high vascular flow.","On ultrasound, an <b>invasive mole</b> appears as <span style=""color:#1f77b4""><b>{{c1::anechoic (dark)}}</b></span> areas with high vascular flow.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease",,,,front,P37,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588693,187,An invasive mole can metastasize but remains highly responsive to chemotherapy.,"An <b>invasive mole</b> can metastasize but remains highly responsive to <span style=""color:#1f77b4""><b>{{c1::chemotherapy}}</b></span>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease",,,,front,P38,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588694,188,"Choriocarcinoma is a highly malignant trophoblastic cancer that can arise after a molar pregnancy, a normal term pregnancy, an abortion, or an ectopic pregnancy.","<b>Choriocarcinoma</b> is a highly malignant trophoblastic cancer that can arise after a <span style=""color:#1f77b4""><b>{{c1::molar pregnancy}}</b></span>, a normal term pregnancy, an abortion, or an ectopic pregnancy.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease",,,,front,P39-P43,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588695,189,"Choriocarcinoma contains no chorionic villi, only abnormal trophoblast proliferation with areas of necrosis and hemorrhage.","<b>Choriocarcinoma</b> contains <span style=""color:#1f77b4""><b>{{c1::no chorionic villi}}</b></span>, only abnormal trophoblast proliferation with areas of <span style=""color:#1f77b4""><b>{{c1::necrosis}}</b></span> and <span style=""color:#1f77b4""><b>{{c1::hemorrhage}}</b></span>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease",,,,front,P44,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588696,190,"Choriocarcinoma produces early metastases to the lungs, brain, and liver.","<b>Choriocarcinoma</b> produces early metastases to the <span style=""color:#1f77b4""><b>{{c1::lungs}}</b></span>, <span style=""color:#1f77b4""><b>{{c1::brain}}</b></span>, and <span style=""color:#1f77b4""><b>{{c1::liver}}</b></span>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease",,,,front,P45,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588697,191,Choriocarcinoma staging: Stage 1 is confined to the uterus.,"<b>Choriocarcinoma staging:</b> Stage 1 is confined to the <span style=""color:#1f77b4""><b>{{c1::uterus}}</b></span>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease",Other choriocarcinoma stages: <br>• Stage 2: involved genital structures<br>• Stage 3: lung metastasis<br>• Stage IV: metastasis to distant organs.,,,front,P46,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588698,192,Choriocarcinoma staging: Stage 2 involves genital structures.,"<b>Choriocarcinoma staging:</b> Stage 2 involves <span style=""color:#1f77b4""><b>{{c1::genital structures}}</b></span>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease",Other choriocarcinoma stages: <br>• Stage 1: confined to uterus<br>• Stage 3: lung metastasis<br>• Stage IV: metastasis to distant organs.,,,front,P47,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588699,193,Choriocarcinoma staging: Stage 3 involves lung metastasis.,"<b>Choriocarcinoma staging:</b> Stage 3 involves <span style=""color:#1f77b4""><b>{{c1::lung metastasis}}</b></span>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease",Other choriocarcinoma stages: <br>• Stage 1: confined to uterus<br>• Stage 2: involved genital structures<br>• Stage IV: metastasis to distant organs.,,,front,P48,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588700,194,Choriocarcinoma staging: Stage IV involves metastasis to distant organs.,"<b>Choriocarcinoma staging:</b> Stage IV involves metastasis to <span style=""color:#1f77b4""><b>{{c1::distant organs}}</b></span>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease",Other choriocarcinoma stages: <br>• Stage 1: confined to uterus<br>• Stage 2: involved genital structures<br>• Stage 3: lung metastasis.,,,front,P49,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588701,195,"Treatment of molar pregnancy (complete or incomplete): The preferred method of uterine evacuation is suction curettage, followed by histologic examination to confirm diagnosis.","<b>Treatment of molar pregnancy (complete or incomplete):</b> The preferred method of uterine evacuation is <span style=""color:#1f77b4""><b>{{c1::suction curettage}}</b></span>, followed by histologic examination to confirm diagnosis.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease",,,,front,P52-P53,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588702,196,"Molar pregnancy follow-up: Serum hCG is measured weekly until undetectable for 3 consecutive weeks, then monthly for 6 months while using reliable contraception to avoid confusion with a new pregnancy.","<b>Molar pregnancy follow-up:</b> Serum hCG is measured weekly until undetectable for <span style=""color:#1f77b4""><b>{{c1::3 consecutive}}</b></span> weeks, then monthly for <span style=""color:#1f77b4""><b>{{c1::6}}</b></span> months while using reliable contraception to avoid confusion with a new pregnancy.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease",,,,front,P55-P56,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588703,197,"Persistent gestational trophoblastic disease (GTD) treatment, low-risk (score ≤6): Single-agent methotrexate therapy.","<b>Persistent gestational trophoblastic disease (GTD) treatment, low-risk</b> (score <span style=""color:#1f77b4""><b>{{c1::≤6}}</b></span>): Single-agent <span style=""color:#1f77b4""><b>{{c1::methotrexate}}</b></span> therapy.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease","Other persistent GTD treatment: <br>• High-risk (score greater than 6): Combination chemotherapy with EMA-CO regimen (Etoposide, Methotrexate, Actinomycin D, Cyclophosphamide, Vincristine)<br>• surgery (hysterectomy) for localized resistant disease.",,,front,P58,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
1781531588704,198,"Persistent gestational trophoblastic disease (GTD) treatment, high-risk (score >6): Combination chemotherapy with the EMA-CO regimen, consisting of Etoposide, Methotrexate, Actinomycin D, Cyclophosphamide, and Vincristine.","<b>Persistent gestational trophoblastic disease (GTD) treatment, high-risk</b> (score <span style=""color:#1f77b4""><b>{{c1::>6}}</b></span>): Combination chemotherapy with the <span style=""color:#1f77b4""><b>{{c1::EMA-CO}}</b></span> regimen, consisting of <span style=""color:#1f77b4""><b>{{c1::Etoposide}}</b></span>, <span style=""color:#1f77b4""><b>{{c1::Methotrexate}}</b></span>, <span style=""color:#1f77b4""><b>{{c1::Actinomycin D}}</b></span>, <span style=""color:#1f77b4""><b>{{c1::Cyclophosphamide}}</b></span>, and <span style=""color:#1f77b4""><b>{{c1::Vincristine}}</b></span>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Gestational trophoblastic disease",Other persistent (GTD) treatment elements: Low-risk (score ≤6): Single-agent methotrexate therapy. Surgery (hysterectomy) may be used for localized resistant disease. Remission: Defined by 3 consecutive undetectable hCG results during weekly testing.,,,front,,active,False,Gestational Trophoblastic Disease,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Gestational trophoblastic disease"
