note_id,id,front_text,front_html,tags,extra,vignette,teaching_case,ref_img_position,source_ref,status,needs_review,section_heading,topic_tree,curriculum_topic_path
1781531588606,100,"The most common cause of ectopic pregnancy is tubal occlusion from adhesions, often secondary to pelvic inflammatory disease (PID).","The <b>most common cause</b> of ectopic pregnancy is <span style=""color:#1f77b4""><b>{{c1::tubal occlusion}}</b></span> from adhesions, often secondary to <span style=""color:#1f77b4""><b>{{c1::pelvic inflammatory disease (PID)}}</b></span>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy","Other risk factors: <br>• previous ectopic pregnancy<br>• IUD use (rare, but if pregnancy occurs with an IUD, it is more likely to be ectopic)<br>• smoking (affects tubal motility)<br>• endometriosis (can distort tubal anatomy)",,,front,P6,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588607,101,A history of previous ectopic pregnancy is a risk factor for recurrent ectopic pregnancy.,"A history of previous <span style=""color:#1f77b4""><b>{{c1::ectopic pregnancy}}</b></span> is a risk factor for <b>recurrent ectopic pregnancy</b>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy","Other risk factors: tubal occlusion from adhesions (often secondary to PID), IUD use (if pregnancy occurs with an IUD, more likely to be ectopic), smoking (affects tubal motility), endometriosis (can distort tubal anatomy)",,,front,P7,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588608,102,"Intrauterine device (IUD) use is a risk factor for ectopic pregnancy; although pregnancy with an IUD is rare, when it occurs it is more likely to be ectopic.","<span style=""color:#1f77b4""><b>{{c1::Intrauterine device (IUD)}}</b></span> use is a risk factor for <b>ectopic pregnancy</b>; although pregnancy with an IUD is rare, when it occurs it is more likely to be ectopic.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy","Other risk factors: tubal occlusion from adhesions (often secondary to PID), previous ectopic pregnancy, smoking (affects tubal motility), endometriosis (can distort tubal anatomy)",,,front,P8,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588609,103,Smoking is a risk factor for ectopic pregnancy because it impairs tubal motility.,"<span style=""color:#1f77b4""><b>{{c1::Smoking}}</b></span> is a risk factor for <b>ectopic pregnancy</b> because it impairs {{c1::tubal motility}}.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy","Other risk factors: tubal occlusion from PID adhesions, previous ectopic pregnancy, IUD use, endometriosis",,,front,P9,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588610,104,Endometriosis is a risk factor for ectopic pregnancy because it can distort tubal anatomy.,"<span style=""color:#1f77b4""><b>{{c1::Endometriosis}}</b></span> is a risk factor for <b>ectopic pregnancy</b> because it can distort tubal anatomy.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",,,,front,P10,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588611,105,"Diagnosis of ectopic pregnancy relies on a combination of history, β-hCG measurement, and transvaginal ultrasound (TVUS).","Diagnosis of <b>ectopic pregnancy</b> relies on a combination of history, <span style=""color:#1f77b4""><b>{{c1::β-hCG}}</b></span> measurement, and <span style=""color:#1f77b4""><b>{{c1::transvaginal ultrasound (TVUS)}}</b></span>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",,,,front,P12,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588612,106,Transvaginal ultrasound (TVUS) is >90% sensitive for detecting ectopic pregnancy.,"Transvaginal ultrasound (TVUS) is <span style=""color:#1f77b4""><b>{{c1::>90}}</b></span>% sensitive for detecting <b>ectopic pregnancy</b>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",,,,front,P13,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588613,107,"On transvaginal ultrasound (TVUS) in ectopic pregnancy, an empty uterus in the setting of an elevated β-hCG is a suspicious finding.","On transvaginal ultrasound (TVUS) in <b>ectopic pregnancy</b>, an <span style=""color:#1f77b4""><b>{{c1::empty uterus}}</b></span> in the setting of an elevated β-hCG is a suspicious finding.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy","Other TVUS findings: <br>• complex adnexal mass separate from the ovary<br>• ""ring of fire"" sign on Doppler imaging<br>• free fluid in pelvis or Morison's pouch suggesting rupture",,,front,P14,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588614,108,"On transvaginal ultrasound (TVUS) in ectopic pregnancy, a complex adnexal mass separate from the ovary is a suspicious finding.","On transvaginal ultrasound (TVUS) in <b>ectopic pregnancy</b>, a <span style=""color:#1f77b4""><b>{{c1::complex adnexal mass}}</b></span> separate from the ovary is a suspicious finding.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",,,,front,P15,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588615,109,"The classic ""ring of fire"" sign on Doppler imaging in ectopic pregnancy represents a hypervascular ring surrounding the ectopic gestational sac due to increased trophoblastic blood flow.","The classic <span style=""color:#1f77b4""><b>{{c1::""ring of fire""}}</b></span> sign on Doppler imaging in <b>ectopic pregnancy</b> represents a <span style=""color:#1f77b4""><b>{{c1::hypervascular ring}}</b></span> surrounding the ectopic gestational sac due to increased <span style=""color:#1f77b4""><b>{{c1::trophoblastic blood flow}}</b></span>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",,,,front,P16,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588616,110,Free fluid in the pelvis or Morison's pouch (between the liver and kidney) on a transvaginal ultrasound (TVUS) suggests rupture and intra-abdominal bleeding in ectopic pregnancy.,"Free fluid in the pelvis or <span style=""color:#1f77b4""><b>{{c1::Morison's pouch}}</b></span> (between the liver and kidney) on a transvaginal ultrasound (TVUS) suggests <span style=""color:#1f77b4""><b>{{c1::rupture}}</b></span> and intra-abdominal bleeding in <b>ectopic pregnancy</b>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",,,,front,P17,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588617,111,"In a normal early pregnancy, β-hCG doubles every 48 hours, defined as an increase of ≥66 %, indicating a viable intrauterine pregnancy (IUP).","In a <b>normal early pregnancy</b>, β-hCG doubles every <span style=""color:#1f77b4""><b>{{c1::48}}</b></span> hours, defined as an increase of <span style=""color:#1f77b4""><b>{{c1::≥66}}</b></span> %, indicating a viable intrauterine pregnancy (IUP).","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",,,,front,P19-P20,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588618,112,"In an ectopic or nonviable pregnancy, β-hCG rises slower than expected or plateaus, for example increasing only 15–30 % in 48 hours instead of doubling.","In an <b>ectopic or nonviable pregnancy</b>, β-hCG rises <span style=""color:#1f77b4""><b>{{c1::slower than expected}}</b></span> or <span style=""color:#1f77b4""><b>{{c1::plateaus}}</b></span>, for example increasing only <span style=""color:#1f77b4""><b>{{c1::15–30}}</b></span> % in 48 hours instead of doubling.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",,,,front,P22-P23,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588619,113,"The discriminatory zone is the β-hCG level above which an intrauterine pregnancy should be visible on ultrasound. At β-hCG ~1,500–2,000 mIU/mL, a gestational sac should be visible on transvaginal ultrasound (TVUS).","The <b>discriminatory zone</b> is the β-hCG level above which an intrauterine pregnancy should be visible on ultrasound. At β-hCG <span style=""color:#1f77b4""><b>{{c1::~1,500–2,000}}</b></span> mIU/mL, a gestational sac should be visible on <span style=""color:#1f77b4""><b>{{c1::transvaginal ultrasound (TVUS)}}</b></span>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",,,,front,P25-P27,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588620,114,"At β-hCG ~6,000–6,500 mIU/mL, a gestational sac should be visible on abdominal ultrasound.","At β-hCG <span style=""color:#1f77b4""><b>{{c1::~6,000–6,500}}</b></span> mIU/mL, a gestational sac should be visible on <span style=""color:#1f77b4""><b>{{c1::abdominal ultrasound}}</b></span>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",,,,front,P28-P29,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588621,115,"When β-hCG is  mIU/mL and no gestational sac is seen, ectopic pregnancy cannot be excluded; the appropriate next step is to repeat β-hCG in 48 hours.","When β-hCG is <span style=""color:#1f77b4""><b>{{c1::<1,500}}</b></span> mIU/mL and no gestational sac is seen, <b>ectopic pregnancy</b> cannot be excluded; the appropriate next step is to repeat β-hCG in <span style=""color:#1f77b4""><b>{{c1::48}}</b></span> hours.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",,,,front,P30-P32,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588622,116,"Methotrexate is a folic acid antagonist that inhibits DNA synthesis, stopping trophoblastic tissue growth and allowing the body to resorb the ectopic pregnancy without surgery.","<b>Methotrexate</b> is a <span style=""color:#1f77b4""><b>{{c1::folic acid antagonist}}</b></span> that inhibits <span style=""color:#1f77b4""><b>{{c1::DNA synthesis}}</b></span>, stopping trophoblastic tissue growth and allowing the body to resorb the ectopic pregnancy without surgery.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",,,,front,P34,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588623,117,"Methotrexate for ectopic pregnancy is typically administered intramuscularly (IM) as a single dose, though multi-dose regimens may be used.","<b>Methotrexate</b> for ectopic pregnancy is typically administered <span style=""color:#1f77b4""><b>{{c1::intramuscularly (IM)}}</b></span> as a <span style=""color:#1f77b4""><b>{{c1::single dose}}</b></span>, though multi-dose regimens may be used.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",,,,front,P35,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588624,118,"After methotrexate treatment for ectopic pregnancy, β-hCG levels are monitored on days 4 and 7; a 15% decline between these days indicates treatment success.","After <b>methotrexate treatment</b> for ectopic pregnancy, β-hCG levels are monitored on days <span style=""color:#1f77b4""><b>{{c1::4}}</b></span> and <span style=""color:#1f77b4""><b>{{c1::7}}</b></span>; a <span style=""color:#1f77b4""><b>{{c1::15}}</b></span>% decline between these days indicates treatment success.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",,,,front,P35,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588625,119,"Following methotrexate treatment for ectopic pregnancy, the patient should avoid alcohol, folic acid supplements, and intercourse until β-hCG levels return to zero.","Following <b>methotrexate treatment</b> for ectopic pregnancy, the patient should avoid <span style=""color:#1f77b4""><b>{{c1::alcohol}}</b></span>, <span style=""color:#1f77b4""><b>{{c1::folic acid supplements}}</b></span>, and <span style=""color:#1f77b4""><b>{{c1::intercourse}}</b></span> until β-hCG levels return to zero.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",,,,front,P35,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588626,120,"The preferred surgical approach for ectopic pregnancy is laparoscopic salpingostomy, in which ectopic tissue is removed and the tube is preserved when possible.","The <b>preferred surgical approach</b> for ectopic pregnancy is <span style=""color:#1f77b4""><b>{{c1::laparoscopic salpingostomy}}</b></span>, in which ectopic tissue is removed and the tube is preserved when possible.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",Other surgical options: <br>• salpingectomy if the tube is severely damaged or bleeding heavily<br>• laparotomy reserved for unstable or complex cases,,,front,P37,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588627,121,A salpingectomy (removal of the tube) is required when the fallopian tube is severely damaged or bleeding heavily in ectopic pregnancy.,"A <span style=""color:#1f77b4""><b>{{c1::salpingectomy}}</b></span> (removal of the tube) is required when the fallopian tube is severely damaged or bleeding heavily in ectopic pregnancy.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy","Other surgical options: <br>• laparoscopic salpingostomy (preferred, tube-preserving)<br>• laparotomy reserved for unstable or complex cases",,,front,P37,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588628,122,"Laparotomy (open surgery) is reserved for unstable or complex ectopic pregnancy cases, while laparoscopy is associated with faster recovery.","<span style=""color:#1f77b4""><b>{{c1::Laparotomy}}</b></span> (open surgery) is reserved for <span style=""color:#1f77b4""><b>{{c1::unstable}}</b></span> or complex ectopic pregnancy cases, while laparoscopy is associated with faster recovery.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",Other surgical options: <br>• laparoscopic salpingostomy (preferred)<br>• salpingectomy if tube is severely damaged or bleeding heavily,,,front,P37,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588629,123,"A ruptured ectopic pregnancy is a true surgical emergency presenting with sudden severe abdominal pain, referred shoulder pain, syncope, and signs of shock including low blood pressure and high heart rate.","A <b>ruptured ectopic pregnancy</b> is a true surgical emergency presenting with sudden severe abdominal pain, referred <span style=""color:#1f77b4""><b>{{c1::shoulder pain}}</b></span>, <span style=""color:#1f77b4""><b>{{c1::syncope}}</b></span>, and signs of shock including <span style=""color:#1f77b4""><b>{{c1::low blood pressure}}</b></span> and <span style=""color:#1f77b4""><b>{{c1::high heart rate}}</b></span>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",,,,front,P38,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588630,124,"Management of a ruptured ectopic pregnancy requires immediate resuscitation with IV fluids and blood, followed by emergency laparotomy for bleeding control and removal of the ectopic pregnancy.","Management of a <b>ruptured ectopic pregnancy</b> requires immediate resuscitation with <span style=""color:#1f77b4""><b>{{c1::IV fluids}}</b></span> and <span style=""color:#1f77b4""><b>{{c1::blood}}</b></span>, followed by emergency <span style=""color:#1f77b4""><b>{{c1::laparotomy}}</b></span> for bleeding control and removal of the ectopic pregnancy.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",,,,front,P38,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
1781531588631,125,Delay in recognizing a ruptured ectopic pregnancy can lead to death from hemorrhagic shock.,"Delay in recognizing a <b>ruptured ectopic pregnancy</b> can lead to death from <span style=""color:#1f77b4""><b>{{c1::hemorrhagic shock}}</b></span>.","Gynecologic, Sexual, and Reproductive Health,Prenatal Care/Pregnancy – 20%,Ectopic pregnancy",,,,front,P38,active,False,Ectopic Pregnancy,,"Gynecologic, Sexual, and Reproductive Health > Prenatal Care/Pregnancy – 20% > Ectopic pregnancy"
